number,values_0,values_1,values_2,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_r2_feature_2,user_attrs_r2_feature_3,user_attrs_relative_deterioration,state
483,0.4931528932668322,0.5913797901922567,0.39884953719619365,2024-12-23 21:57:22.660722,2024-12-23 21:57:32.582301,0 days 00:00:09.921579,0.17142866369181678,32,0.1,76,100,3.5802398320173757e-06,1032,9.932319009224381e-05,3,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[0.4931528932668322],[0.5913797901922567],[0.39884953719619365],0.10191792041284657,COMPLETE
484,0.6875942174349264,0.6637268746314995,0.30261767330865896,2024-12-23 21:57:23.645583,2024-12-23 21:57:33.333049,0 days 00:00:09.687466,0.19819914037236158,32,0.1,72,100,3.408265068607687e-06,1032,0.00010161104014682872,3,4,adam,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144]}",72,"[576, 288, 144]","[72, 144, 288, 576]",[0.6875942174349264],[0.6637268746314995],[0.30261767330865896],0.17545942127221198,COMPLETE
485,0.5974083233543708,0.6590244750032648,0.33349688400463473,2024-12-23 21:57:26.104173,2024-12-23 21:57:36.325718,0 days 00:00:10.221545,0.16673029022668875,32,0.1,72,100,3.566413686284194e-06,1032,0.00010369584734851429,3,4,adam,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144]}",72,"[576, 288, 144]","[72, 144, 288, 576]",[0.5974083233543708],[0.6590244750032648],[0.33349688400463473],0.07140435116452491,COMPLETE
486,0.5970856090088162,0.49702931447983345,0.3592450816711201,2024-12-23 21:57:28.980140,2024-12-23 21:57:38.636830,0 days 00:00:09.656690,0.18164539485093817,32,0.1,72,100,1.9104366055378075e-06,1064,5.8911019643503836e-05,3,4,adam,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144]}",72,"[576, 288, 144]","[72, 144, 288, 576]",[0.5970856090088162],[0.49702931447983345],[0.3592450816711201],-0.043238231013169065,COMPLETE
487,0.5954686294019562,0.46553011192638516,0.28996212998559223,2024-12-23 21:57:30.664221,2024-12-23 21:57:40.875788,0 days 00:00:10.211567,0.19899083985788918,32,0.1,72,100,3.551794844079041e-06,1064,5.8511015702022815e-05,3,4,adam,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144]}",72,"[576, 288, 144]","[72, 144, 288, 576]",[0.5954686294019562],[0.46553011192638516],[0.28996212998559223],0.12488332262230309,COMPLETE
488,0.612484392810411,0.3214932845126717,0.37449333762145864,2024-12-23 21:57:32.590170,2024-12-23 21:57:42.156572,0 days 00:00:09.566402,0.18097132216896986,32,0.1,72,100,2.419123304424943e-06,1064,5.4116850659042116e-05,3,4,adam,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144]}",72,"[576, 288, 144]","[72, 144, 288, 576]",[0.612484392810411],[0.3214932845126717],[0.37449333762145864],0.16932793272536592,COMPLETE
489,0.567759053058392,0.41335667947610133,0.306145928467472,2024-12-23 21:57:32.764003,2024-12-23 21:57:42.432220,0 days 00:00:09.668217,0.15734528246559193,32,0.1,72,100,4.2875880031339735e-06,1064,0.00011200704731743712,3,4,adam,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144]}",72,"[576, 288, 144]","[72, 144, 288, 576]",[0.567759053058392],[0.41335667947610133],[0.306145928467472],-0.023571965898417285,COMPLETE
490,0.5758776081287169,0.4214519957449293,0.2586196094883463,2024-12-23 21:57:33.340672,2024-12-23 21:57:42.364037,0 days 00:00:09.023365,0.16739138390737024,32,0.1,56,100,1.9318598834016706e-06,1048,5.9158520240287046e-05,3,4,adam,"{'neurons_per_layer_encoder': [56, 112, 224, 448], 'neurons_per_layer_decoder': [448, 224, 112]}",56,"[448, 224, 112]","[56, 112, 224, 448]",[0.5758776081287169],[0.4214519957449293],[0.2586196094883463],0.170365203909401,COMPLETE
491,0.6451940647259107,0.6163612933069176,0.3535375591143529,2024-12-23 21:57:36.335739,2024-12-23 21:57:47.392679,0 days 00:00:11.056940,0.18303098383719105,32,0.1,84,100,2.5576862860730957e-06,1064,0.00012035448818747658,3,4,adam,"{'neurons_per_layer_encoder': [84, 168, 336, 672], 'neurons_per_layer_decoder': [672, 336, 168]}",84,"[672, 336, 168]","[84, 168, 336, 672]",[0.6451940647259107],[0.6163612933069176],[0.3535375591143529],0.04899689574407968,COMPLETE
492,0.09195788008322703,0.5286421584703591,0.36955159851050146,2024-12-23 21:57:38.645008,2024-12-23 21:57:49.251820,0 days 00:00:10.606812,0.1734421840524585,32,0.1,84,100,1.8632467614608602e-06,1000,1.011410359847267e-05,3,4,adam,"{'neurons_per_layer_encoder': [84, 168, 336, 672], 'neurons_per_layer_decoder': [672, 336, 168]}",84,"[672, 336, 168]","[84, 168, 336, 672]",[0.09195788008322703],[0.5286421584703591],[0.36955159851050146],0.3513340635313826,COMPLETE
493,0.21393266407162648,0.29233077887616654,0.2350667083669319,2024-12-23 21:57:40.884838,2024-12-23 21:57:48.426127,0 days 00:00:07.541289,0.1844348678080322,104,0.1,64,100,1.7398899456116138e-06,1000,0.00012012757132516098,3,4,adam,"{'neurons_per_layer_encoder': [64, 128, 256, 512], 'neurons_per_layer_decoder': [512, 256, 128]}",64,"[512, 256, 128]","[64, 128, 256, 512]",[0.21393266407162648],[0.29233077887616654],[0.2350667083669319],-0.2979130448062049,COMPLETE
494,0.5983098134828222,0.7082203212618439,0.32257798789663505,2024-12-23 21:57:42.165020,2024-12-23 21:57:52.440018,0 days 00:00:10.274998,0.16666846440794866,32,0.1,84,100,4.071345983511896e-06,952,0.00012479107139728733,3,4,adam,"{'neurons_per_layer_encoder': [84, 168, 336, 672], 'neurons_per_layer_decoder': [672, 336, 168]}",84,"[672, 336, 168]","[84, 168, 336, 672]",[0.5983098134828222],[0.7082203212618439],[0.32257798789663505],0.17786301883837782,COMPLETE
495,0.629736931013885,0.7225004759024813,0.21465690254521586,2024-12-23 21:57:42.373519,2024-12-23 21:57:52.444982,0 days 00:00:10.071463,0.1849133720472299,32,0.1,84,100,1.4130294069396416e-06,1000,0.00011978125859919972,3,4,adam,"{'neurons_per_layer_encoder': [84, 168, 336, 672], 'neurons_per_layer_decoder': [672, 336, 168]}",84,"[672, 336, 168]","[84, 168, 336, 672]",[0.629736931013885],[0.7225004759024813],[0.21465690254521586],-0.1338032622449832,COMPLETE
496,-0.04359257589561705,-2.3155775529470866,-0.06969237943815387,2024-12-23 21:57:42.455108,2024-12-23 21:57:45.670891,0 days 00:00:03.215783,0.18618460536895068,32,0.1,84,100,1.6232010683611482e-06,1000,0.0001225782739071073,3,4,sgd,"{'neurons_per_layer_encoder': [84, 168, 336, 672], 'neurons_per_layer_decoder': [672, 336, 168]}",84,"[672, 336, 168]","[84, 168, 336, 672]",[-0.04359257589561705],[-2.3155775529470866],[-0.06969237943815387],0.006934414907896227,COMPLETE
497,0.6714036905866461,0.6065021380370237,0.3527937203738236,2024-12-23 21:57:45.677672,2024-12-23 21:57:57.146502,0 days 00:00:11.468830,0.19949533762332045,32,0.1,64,100,2.5446595121869686e-06,1096,8.173647473808e-05,3,4,adam,"{'neurons_per_layer_encoder': [64, 128, 256, 512], 'neurons_per_layer_decoder': [512, 256, 128]}",64,"[512, 256, 128]","[64, 128, 256, 512]",[0.6714036905866461],[0.6065021380370237],[0.3527937203738236],0.16379420616645426,COMPLETE
498,0.696663594200837,0.5246324767882842,0.22809845180091515,2024-12-23 21:57:47.402189,2024-12-23 21:57:58.811821,0 days 00:00:11.409632,0.1993299205565845,32,0.1,64,100,2.866782525879841e-06,968,8.035960102887724e-05,3,4,adam,"{'neurons_per_layer_encoder': [64, 128, 256, 512], 'neurons_per_layer_decoder': [512, 256, 128]}",64,"[512, 256, 128]","[64, 128, 256, 512]",[0.696663594200837],[0.5246324767882842],[0.22809845180091515],0.08322787306366784,COMPLETE
499,0.4858165757332712,0.4700797590866872,0.3474834172302168,2024-12-23 21:57:48.435417,2024-12-23 21:58:10.890695,0 days 00:00:22.455278,0.19927192351039405,32,0.1,256,100,0.0005920428510609973,2072,8.041329543359517e-05,3,4,adam,"{'neurons_per_layer_encoder': [256, 512, 1024, 2048], 'neurons_per_layer_decoder': [2048, 1024, 512]}",256,"[2048, 1024, 512]","[256, 512, 1024, 2048]",[0.4858165757332712],[0.4700797590866872],[0.3474834172302168],0.989973553007031,COMPLETE
500,0.6199373127644534,0.6095928323433883,0.5280678428058228,2024-12-23 21:57:49.260164,2024-12-23 21:58:00.979871,0 days 00:00:11.719707,0.17434429997180523,32,0.1,64,100,2.9794254614441063e-06,1096,7.4190822165249e-05,3,4,adam,"{'neurons_per_layer_encoder': [64, 128, 256, 512], 'neurons_per_layer_decoder': [512, 256, 128]}",64,"[512, 256, 128]","[64, 128, 256, 512]",[0.6199373127644534],[0.6095928323433883],[0.5280678428058228],0.2830367785487201,COMPLETE
501,-0.7408582630118923,-2.689627016205435,-0.7763765871228012,2024-12-23 21:57:52.451428,2024-12-23 21:57:57.235716,0 days 00:00:04.784288,0.1914699015594094,32,0.1,64,100,2.581568362419221e-06,1080,7.586017437283102e-05,3,4,sgd,"{'neurons_per_layer_encoder': [64, 128, 256, 512], 'neurons_per_layer_decoder': [512, 256, 128]}",64,"[512, 256, 128]","[64, 128, 256, 512]",[-0.7408582630118923],[-2.689627016205435],[-0.7763765871228012],-0.20804871821548204,COMPLETE
502,-0.15970983239636727,-1.818237412287378,-0.3374221338946435,2024-12-23 21:57:52.455683,2024-12-23 21:57:59.757307,0 days 00:00:07.301624,0.187396015511543,32,0.1,256,100,2.9385541594624338e-06,2072,7.759488490831015e-05,3,4,sgd,"{'neurons_per_layer_encoder': [256, 512, 1024, 2048], 'neurons_per_layer_decoder': [2048, 1024, 512]}",256,"[2048, 1024, 512]","[256, 512, 1024, 2048]",[-0.15970983239636727],[-1.818237412287378],[-0.3374221338946435],0.42515042532457215,COMPLETE
503,-0.08714250075231167,-0.7598110685920239,0.07058872503369962,2024-12-23 21:57:57.156959,2024-12-23 21:58:06.871701,0 days 00:00:09.714742,0.19887832094531147,32,0.1,80,100,2.906907807086819e-06,1016,7.958807796362954e-05,3,4,sgd,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160]}",80,"[640, 320, 160]","[80, 160, 320, 640]",[-0.08714250075231167],[-0.7598110685920239],[0.07058872503369962],0.2965039357180906,COMPLETE
504,-1.2519295207919048,-0.591399324019716,-0.000141159904707866,2024-12-23 21:57:57.242908,2024-12-23 21:58:03.826615,0 days 00:00:06.583707,0.17790688935439303,32,0.1,56,100,2.9908398248897203e-06,616,8.765242837391222e-05,3,4,adadelta,"{'neurons_per_layer_encoder': [56, 112, 224, 448], 'neurons_per_layer_decoder': [448, 224, 112]}",56,"[448, 224, 112]","[56, 112, 224, 448]",[-1.2519295207919048],[-0.591399324019716],[-0.000141159904707866],0.3279751916379163,COMPLETE
505,-0.05640772314700615,-0.016707595278541154,0.08021929794466642,2024-12-23 21:57:58.823190,2024-12-23 21:58:09.404955,0 days 00:00:10.581765,0.06997167074705589,40,0.1,52,100,2.9556173164300876e-06,936,0.003970892539987489,3,4,adadelta,"{'neurons_per_layer_encoder': [52, 104, 208, 416], 'neurons_per_layer_decoder': [416, 208, 104]}",52,"[416, 208, 104]","[52, 104, 208, 416]",[-0.05640772314700615],[-0.016707595278541154],[0.08021929794466642],0.3692363926309014,COMPLETE
506,-0.8620446122195051,-0.442059889830843,-0.042558396943064514,2024-12-23 21:57:59.766399,2024-12-23 21:58:06.113456,0 days 00:00:06.347057,0.07057209716906772,40,0.30000000000000004,56,100,0.0008652953279832073,1016,8.951972721097412e-05,3,4,adadelta,"{'neurons_per_layer_encoder': [56, 112, 224, 448], 'neurons_per_layer_decoder': [448, 224, 112]}",56,"[448, 224, 112]","[56, 112, 224, 448]",[-0.8620446122195051],[-0.442059889830843],[-0.042558396943064514],0.955034782699999,COMPLETE
507,0.6836154137306123,0.5898740182255108,0.41517076137296793,2024-12-23 21:58:00.992006,2024-12-23 21:58:12.102083,0 days 00:00:11.110077,0.17565927298472384,32,0.1,88,100,2.131751790763111e-06,776,9.118382615021352e-05,3,4,adam,"{'neurons_per_layer_encoder': [88, 176, 352, 704], 'neurons_per_layer_decoder': [704, 352, 176]}",88,"[704, 352, 176]","[88, 176, 352, 704]",[0.6836154137306123],[0.5898740182255108],[0.41517076137296793],0.13670646797925215,COMPLETE
508,0.6786823359117593,0.6541435139154095,0.3262177961792615,2024-12-23 21:58:03.837979,2024-12-23 21:58:15.405113,0 days 00:00:11.567134,0.14159266725439565,32,0.1,92,100,2.1619465811149766e-06,760,7.555331116111113e-05,3,4,adam,"{'neurons_per_layer_encoder': [92, 184, 368, 736], 'neurons_per_layer_decoder': [736, 368, 184]}",92,"[736, 368, 184]","[92, 184, 368, 736]",[0.6786823359117593],[0.6541435139154095],[0.3262177961792615],0.13602313923447037,COMPLETE
509,0.6654678762744375,0.6214873719668128,0.4632958690515707,2024-12-23 21:58:06.124683,2024-12-23 21:58:17.028232,0 days 00:00:10.903549,0.1877125164178242,32,0.1,92,100,2.2005615207250313e-06,776,9.272243554395066e-05,3,4,adam,"{'neurons_per_layer_encoder': [92, 184, 368, 736], 'neurons_per_layer_decoder': [736, 368, 184]}",92,"[736, 368, 184]","[92, 184, 368, 736]",[0.6654678762744375],[0.6214873719668128],[0.4632958690515707],0.17024510291996325,COMPLETE
510,0.5823869087691009,0.47992616093013984,0.35923511461257085,2024-12-23 21:58:06.880681,2024-12-23 21:58:17.823338,0 days 00:00:10.942657,0.18881427741357854,32,0.1,92,100,2.464849028174472e-06,776,7.468920935866187e-05,3,4,adam,"{'neurons_per_layer_encoder': [92, 184, 368, 736], 'neurons_per_layer_decoder': [736, 368, 184]}",92,"[736, 368, 184]","[92, 184, 368, 736]",[0.5823869087691009],[0.47992616093013984],[0.35923511461257085],0.24801482727521437,COMPLETE
511,0.6452758778556693,0.5936229654099069,0.32230499514412614,2024-12-23 21:58:09.416372,2024-12-23 21:58:19.762887,0 days 00:00:10.346515,0.1382137525234901,32,0.1,88,100,2.2859440363947725e-06,776,9.255395651797524e-05,3,4,adam,"{'neurons_per_layer_encoder': [88, 176, 352, 704], 'neurons_per_layer_decoder': [704, 352, 176]}",88,"[704, 352, 176]","[88, 176, 352, 704]",[0.6452758778556693],[0.5936229654099069],[0.32230499514412614],-0.02418342074445689,COMPLETE
512,0.6681642517275075,0.761641413299523,0.36558601693039694,2024-12-23 21:58:10.899925,2024-12-23 21:58:21.567107,0 days 00:00:10.667182,0.17386845990631408,32,0.1,88,100,2.2011813936949096e-06,760,9.79046977415936e-05,3,4,adam,"{'neurons_per_layer_encoder': [88, 176, 352, 704], 'neurons_per_layer_decoder': [704, 352, 176]}",88,"[704, 352, 176]","[88, 176, 352, 704]",[0.6681642517275075],[0.761641413299523],[0.36558601693039694],0.09913175671046674,COMPLETE
513,0.6438033910168446,0.6512079341519128,0.3183603599103355,2024-12-23 21:58:12.110188,2024-12-23 21:58:23.035905,0 days 00:00:10.925717,0.1403571172509833,32,0.1,96,100,2.406382927234153e-06,792,0.00010478869875424648,3,4,adam,"{'neurons_per_layer_encoder': [96, 192, 384, 768], 'neurons_per_layer_decoder': [768, 384, 192]}",96,"[768, 384, 192]","[96, 192, 384, 768]",[0.6438033910168446],[0.6512079341519128],[0.3183603599103355],0.05134918431141446,COMPLETE
514,0.68763369890795,0.6368514217894784,0.46189304183176905,2024-12-23 21:58:15.413452,2024-12-23 21:58:25.798414,0 days 00:00:10.384962,0.18543011840611498,32,0.1,92,100,2.4143526675073914e-06,776,0.00010525778122505413,3,4,adam,"{'neurons_per_layer_encoder': [92, 184, 368, 736], 'neurons_per_layer_decoder': [736, 368, 184]}",92,"[736, 368, 184]","[92, 184, 368, 736]",[0.68763369890795],[0.6368514217894784],[0.46189304183176905],0.13510653464243222,COMPLETE
515,0.6475839385630844,0.6520790864191414,0.29858388024056737,2024-12-23 21:58:17.038383,2024-12-23 21:58:27.054998,0 days 00:00:10.016615,0.1866093382654175,32,0.1,88,100,2.6070985779167724e-06,744,0.00010745930766908273,3,4,adam,"{'neurons_per_layer_encoder': [88, 176, 352, 704], 'neurons_per_layer_decoder': [704, 352, 176]}",88,"[704, 352, 176]","[88, 176, 352, 704]",[0.6475839385630844],[0.6520790864191414],[0.29858388024056737],0.0146800044747036,COMPLETE
516,0.5717411830819568,0.5267642806609665,0.3724871505849866,2024-12-23 21:58:17.830751,2024-12-23 21:58:28.130111,0 days 00:00:10.299360,0.15060024267044808,32,0.1,80,100,2.412727985829678e-06,968,0.00010652657198446361,3,4,adam,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160]}",80,"[640, 320, 160]","[80, 160, 320, 640]",[0.5717411830819568],[0.5267642806609665],[0.3724871505849866],0.11348859466617746,COMPLETE
517,0.6885019339306887,0.6310882798314064,0.36295820474400753,2024-12-23 21:58:19.770654,2024-12-23 21:58:30.810677,0 days 00:00:11.040023,0.15041405087042023,32,0.1,88,100,3.3934375199039347e-06,1048,0.00010633942729856822,3,4,adam,"{'neurons_per_layer_encoder': [88, 176, 352, 704], 'neurons_per_layer_decoder': [704, 352, 176]}",88,"[704, 352, 176]","[88, 176, 352, 704]",[0.6885019339306887],[0.6310882798314064],[0.36295820474400753],0.20578809840725412,COMPLETE
518,0.5581116774174084,0.639119152004008,0.4990693800691661,2024-12-23 21:58:21.575319,2024-12-23 21:58:32.838379,0 days 00:00:11.263060,0.1497079475955471,32,0.1,80,100,3.1991455281561607e-06,1048,0.00010649132694544272,3,4,adam,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160]}",80,"[640, 320, 160]","[80, 160, 320, 640]",[0.5581116774174084],[0.639119152004008],[0.4990693800691661],0.13775384259179707,COMPLETE
519,0.6285043668886943,0.7456808275773268,0.2351257409438744,2024-12-23 21:58:23.042717,2024-12-23 21:58:33.205894,0 days 00:00:10.163177,0.16413441325303166,32,0.1,80,100,3.0593578683327496e-06,968,0.00011180645201548368,3,4,adam,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160]}",80,"[640, 320, 160]","[80, 160, 320, 640]",[0.6285043668886943],[0.7456808275773268],[0.2351257409438744],0.07003088489151446,COMPLETE
520,0.6193911647588697,0.552079377243556,0.34970235064699384,2024-12-23 21:58:25.806465,2024-12-23 21:58:36.212604,0 days 00:00:10.406139,0.16555488115069186,32,0.1,80,100,3.544221729360684e-06,1128,0.00010080297120021778,3,4,adam,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160]}",80,"[640, 320, 160]","[80, 160, 320, 640]",[0.6193911647588697],[0.552079377243556],[0.34970235064699384],0.10628275653461852,COMPLETE
521,0.6981990226175678,0.6860494542883904,0.4409281168923914,2024-12-23 21:58:27.064230,2024-12-23 21:58:36.818067,0 days 00:00:09.753837,0.1614486854279466,32,0.1,76,100,3.5340298378931887e-06,1032,0.00010789551558922154,3,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[0.6981990226175678],[0.6860494542883904],[0.4409281168923914],0.23072067332138643,COMPLETE
522,0.35356621667320076,0.634097171751763,0.3208899323379891,2024-12-23 21:58:28.138078,2024-12-23 21:58:37.585959,0 days 00:00:09.447881,0.16293066177846238,40,0.1,80,100,3.671250002685106e-06,1128,0.00012880792375876223,3,4,adam,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160]}",80,"[640, 320, 160]","[80, 160, 320, 640]",[0.35356621667320076],[0.634097171751763],[0.3208899323379891],-0.1026619783931781,COMPLETE
523,0.408692740834096,0.34514640020345644,0.3750467375984563,2024-12-23 21:58:30.818729,2024-12-23 21:58:39.924230,0 days 00:00:09.105501,0.1609157135535382,40,0.1,80,100,3.17464393320266e-06,1144,9.270618051286251e-05,3,4,adam,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160]}",80,"[640, 320, 160]","[80, 160, 320, 640]",[0.408692740834096],[0.34514640020345644],[0.3750467375984563],-0.10417533962842238,COMPLETE
524,0.5566979498085726,0.5396279899257719,0.29509865635650445,2024-12-23 21:58:32.846634,2024-12-23 21:58:42.745357,0 days 00:00:09.898723,0.17090751728851183,40,0.1,80,100,3.118468787805161e-06,1032,0.00013256017082611472,3,4,adam,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160]}",80,"[640, 320, 160]","[80, 160, 320, 640]",[0.5566979498085726],[0.5396279899257719],[0.29509865635650445],-0.08619511309017949,COMPLETE
525,0.39574252371828744,0.5335663742134977,0.27666203973749726,2024-12-23 21:58:33.214167,2024-12-23 21:58:42.140253,0 days 00:00:08.926086,0.17550710613200415,40,0.1,76,100,3.6909502360732415e-06,1032,0.00013025756055230355,3,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[0.39574252371828744],[0.5335663742134977],[0.27666203973749726],-0.17704097265918167,COMPLETE
