number,values_0,values_1,values_2,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_r2_feature_2,user_attrs_r2_feature_3,user_attrs_relative_deterioration,state
786,-0.014879108829501941,-1.9446617023972652,-0.04396093237954002,2024-12-23 22:18:20.625532,2024-12-23 22:18:28.195414,0 days 00:00:07.569882,0.1872142910989146,32,0.1,72,100,2.006330238038534e-06,1192,5.841196424320748e-05,3,5,adadelta,"{'neurons_per_layer_encoder': [72, 144, 288, 576, 1152], 'neurons_per_layer_decoder': [1152, 576, 288]}",72,"[1152, 576, 288]","[72, 144, 288, 576, 1152]",[-0.014879108829501941],[-1.9446617023972652],[-0.04396093237954002],0.22074937134428285,COMPLETE
787,-0.0981818542480768,-0.5516183449058463,-0.07067640103948847,2024-12-23 22:18:20.720127,2024-12-23 22:18:34.276742,0 days 00:00:13.556615,0.1335579248297974,104,0.30000000000000004,76,100,1.7277632466157011e-06,1256,0.005132790787653498,3,5,adadelta,"{'neurons_per_layer_encoder': [76, 152, 304, 608, 1216], 'neurons_per_layer_decoder': [1216, 608, 304]}",76,"[1216, 608, 304]","[76, 152, 304, 608, 1216]",[-0.0981818542480768],[-0.5516183449058463],[-0.07067640103948847],0.36841842764124255,COMPLETE
788,-0.4135780371981317,-0.750157129731021,-0.4328165329777587,2024-12-23 22:18:21.201461,2024-12-23 22:18:27.266276,0 days 00:00:06.064815,0.13850594168561617,32,0.1,76,100,1.8224081429582111e-06,1672,7.543487305906391e-05,3,4,adadelta,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[-0.4135780371981317],[-0.750157129731021],[-0.4328165329777587],0.3749097750294406,COMPLETE
789,-0.8647657054815083,-1.4326387978838597,-0.10532056399534362,2024-12-23 22:18:22.704586,2024-12-23 22:18:31.651739,0 days 00:00:08.947153,0.1501417455451489,32,0.1,72,100,8.061072751395623e-05,1048,5.4569296156558165e-05,3,4,adadelta,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144]}",72,"[576, 288, 144]","[72, 144, 288, 576]",[-0.8647657054815083],[-1.4326387978838597],[-0.10532056399534362],0.6639703899187049,COMPLETE
790,-0.17961266105824292,-1.3074945990234532,0.046758451816584334,2024-12-23 22:18:22.969827,2024-12-23 22:18:37.178528,0 days 00:00:14.208701,0.17861836937948988,32,0.30000000000000004,236,100,1.522691570414986e-06,1928,5.4895996671151136e-05,2,4,adadelta,"{'neurons_per_layer_encoder': [236, 472, 944, 1888], 'neurons_per_layer_decoder': [1888, 944]}",236,"[1888, 944]","[236, 472, 944, 1888]",[-0.17961266105824292],[-1.3074945990234532],[0.046758451816584334],0.29795420606245426,COMPLETE
791,0.5552552934176653,0.6851130119229032,0.3768269490447129,2024-12-23 22:18:27.275539,2024-12-23 22:18:42.755811,0 days 00:00:15.480272,0.17960062709245414,32,0.30000000000000004,72,100,1.5891150915846778e-06,1640,0.009848095531594415,2,4,adam,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288]}",72,"[576, 288]","[72, 144, 288, 576]",[0.5552552934176653],[0.6851130119229032],[0.3768269490447129],0.007232467260294622,COMPLETE
792,0.6335248127160495,0.727514029104371,0.2172445869783033,2024-12-23 22:18:28.209355,2024-12-23 22:18:42.209267,0 days 00:00:13.999912,0.11632478112110349,32,0.1,64,100,1.3901643722205915e-05,1048,0.0001087663808082182,2,4,adam,"{'neurons_per_layer_encoder': [64, 128, 256, 512], 'neurons_per_layer_decoder': [512, 256]}",64,"[512, 256]","[64, 128, 256, 512]",[0.6335248127160495],[0.727514029104371],[0.2172445869783033],0.4281448128650906,COMPLETE
793,0.08839936801253656,0.2392571793819358,0.08426427686364912,2024-12-23 22:18:31.662372,2024-12-23 22:18:44.363246,0 days 00:00:12.700874,0.04864656264221961,64,0.1,104,100,1.4058311121654962e-06,872,8.48948578718079e-05,4,4,adam,"{'neurons_per_layer_encoder': [104, 208, 416, 832], 'neurons_per_layer_decoder': [832, 416, 208, 104]}",104,"[832, 416, 208, 104]","[104, 208, 416, 832]",[0.08839936801253656],[0.2392571793819358],[0.08426427686364912],-0.6731049789761707,COMPLETE
794,0.5445209672370493,0.421435394798949,0.3652774208666536,2024-12-23 22:18:34.287656,2024-12-23 22:18:53.188537,0 days 00:00:18.900881,0.19982562173205778,32,0.1,228,100,0.0007069330713731275,1864,8.911450065302997e-05,2,4,adam,"{'neurons_per_layer_encoder': [228, 456, 912, 1824], 'neurons_per_layer_decoder': [1824, 912]}",228,"[1824, 912]","[228, 456, 912, 1824]",[0.5445209672370493],[0.421435394798949],[0.3652774208666536],0.9884780226201175,COMPLETE
795,0.7006918563689483,0.7334082267659197,0.24691004891364776,2024-12-23 22:18:37.188214,2024-12-23 22:18:50.568342,0 days 00:00:13.380128,0.1998085115181482,32,0.1,64,100,3.5337659563213017e-06,760,0.001209277057211096,4,4,adam,"{'neurons_per_layer_encoder': [64, 128, 256, 512], 'neurons_per_layer_decoder': [512, 256, 128, 64]}",64,"[512, 256, 128, 64]","[64, 128, 256, 512]",[0.7006918563689483],[0.7334082267659197],[0.24691004891364776],-0.11360129552309566,COMPLETE
796,0.18643246150690296,-0.06068888311773479,0.24765089130458318,2024-12-23 22:18:39.942024,2024-12-23 22:18:50.263174,0 days 00:00:10.321150,0.18885513835883674,64,0.1,68,100,3.4601281450900845e-06,1048,0.00010638758575696982,4,4,adam,"{'neurons_per_layer_encoder': [68, 136, 272, 544], 'neurons_per_layer_decoder': [544, 272, 136, 68]}",68,"[544, 272, 136, 68]","[68, 136, 272, 544]",[0.18643246150690296],[-0.06068888311773479],[0.24765089130458318],-0.2446012715322453,COMPLETE
797,0.25373369429169856,-0.3088678548744723,0.20219929473555642,2024-12-23 22:18:42.221276,2024-12-23 22:18:52.619908,0 days 00:00:10.398632,0.04786446557732206,64,0.1,80,100,5.850136098594443e-06,1128,8.61219951249077e-05,4,4,adam,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160, 80]}",80,"[640, 320, 160, 80]","[80, 160, 320, 640]",[0.25373369429169856],[-0.3088678548744723],[0.20219929473555642],0.03495891454931935,COMPLETE
798,0.31693188818059115,0.5941653568252862,0.20277525990751932,2024-12-23 22:18:42.765052,2024-12-23 22:18:53.373818,0 days 00:00:10.608766,0.1913188795944014,32,0.1,44,100,0.00043900631063746056,1032,8.433149942047027e-05,4,4,adam,"{'neurons_per_layer_encoder': [44, 88, 176, 352], 'neurons_per_layer_decoder': [352, 176, 88, 44]}",44,"[352, 176, 88, 44]","[44, 88, 176, 352]",[0.31693188818059115],[0.5941653568252862],[0.20277525990751932],0.9476508042044229,COMPLETE
799,0.6581959402424233,0.6543991488458407,0.3855129358670376,2024-12-23 22:18:44.371530,2024-12-23 22:18:59.019195,0 days 00:00:14.647665,0.19976767376154198,32,0.1,80,100,2.220591159821713e-06,1736,9.874051920470316e-05,3,4,adam,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160]}",80,"[640, 320, 160]","[80, 160, 320, 640]",[0.6581959402424233],[0.6543991488458407],[0.3855129358670376],0.10116159881666609,COMPLETE
800,0.7047084180859808,0.6236250177521845,0.4655621475587184,2024-12-23 22:18:50.271248,2024-12-23 22:23:15.769582,0 days 00:04:25.498334,0.18974951999888268,32,0.1,80,100,6.069033662883116e-06,1768,6.910750974871367e-05,3,4,adam,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160]}",80,"[640, 320, 160]","[80, 160, 320, 640]",[0.7047084180859808],[0.6236250177521845],[0.4655621475587184],0.41109872902216477,COMPLETE
801,0.42319523410369564,0.3628273762966032,0.025187852744918304,2024-12-23 22:18:50.578897,2024-12-23 22:24:49.455695,0 days 00:05:58.876798,0.018274584045929555,40,0.1,228,100,4.730319619177858e-06,1864,9.31441529850947e-05,3,4,adam,"{'neurons_per_layer_encoder': [228, 456, 912, 1824], 'neurons_per_layer_decoder': [1824, 912, 456]}",228,"[1824, 912, 456]","[228, 456, 912, 1824]",[0.42319523410369564],[0.3628273762966032],[0.025187852744918304],0.15744007758790346,COMPLETE
802,0.3672921977034387,0.3720622770305959,0.30607376225337746,2024-12-23 22:18:52.628436,2024-12-23 22:24:50.013121,0 days 00:05:57.384685,0.15826010269642393,40,0.1,228,100,4.703104207629402e-06,1864,6.827054364634223e-05,3,4,adam,"{'neurons_per_layer_encoder': [228, 456, 912, 1824], 'neurons_per_layer_decoder': [1824, 912, 456]}",228,"[1824, 912, 456]","[228, 456, 912, 1824]",[0.3672921977034387],[0.3720622770305959],[0.30607376225337746],0.34441981410547073,COMPLETE
803,0.5970034937074284,0.5913425559062526,0.44277185283955167,2024-12-23 22:18:53.197076,2024-12-23 22:24:46.280255,0 days 00:05:53.083179,0.16110297776443366,32,0.1,80,100,2.606532297856618e-06,1096,9.599324362687128e-05,3,4,adam,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160]}",80,"[640, 320, 160]","[80, 160, 320, 640]",[0.5970034937074284],[0.5913425559062526],[0.44277185283955167],0.1321130357194856,COMPLETE
804,-0.6929734799443021,-1.0060748709242033,0.023410271311197328,2024-12-23 22:18:53.381830,2024-12-23 22:18:57.625437,0 days 00:00:04.243607,0.1583243568016724,40,0.1,88,100,4.71954924644581e-06,1736,4.059330507229049e-05,3,4,sgd,"{'neurons_per_layer_encoder': [88, 176, 352, 704], 'neurons_per_layer_decoder': [704, 352, 176]}",88,"[704, 352, 176]","[88, 176, 352, 704]",[-0.6929734799443021],[-1.0060748709242033],[0.023410271311197328],0.0406366365071055,COMPLETE
805,0.5899037166974592,0.6360132803779887,0.24437848105426896,2024-12-23 22:18:57.633760,2024-12-23 22:23:18.020917,0 days 00:04:20.387157,0.17707079029050216,32,0.1,80,100,1.7543586624912005e-05,200,0.0008148468129066019,3,2,adam,"{'neurons_per_layer_encoder': [80, 160], 'neurons_per_layer_decoder': [160, 80, 40]}",80,"[160, 80, 40]","[80, 160]",[0.5899037166974592],[0.6360132803779887],[0.24437848105426896],-0.17647901261034682,COMPLETE
806,0.05569383095644065,0.13356593670099104,0.13823825395171807,2024-12-23 22:18:59.030147,2024-12-23 22:24:49.494274,0 days 00:05:50.464127,0.17524301941639803,72,0.1,68,100,2.62005024083622e-06,1064,6.750721950828908e-05,5,4,adam,"{'neurons_per_layer_encoder': [68, 136, 272, 544], 'neurons_per_layer_decoder': [544, 272, 136, 68, 34]}",68,"[544, 272, 136, 68, 34]","[68, 136, 272, 544]",[0.05569383095644065],[0.13356593670099104],[0.13823825395171807],-0.3146020137183343,COMPLETE
807,0.2203783178369424,0.19086625528627554,0.1590068336548236,2024-12-23 22:23:15.778816,2024-12-23 22:24:50.288872,0 days 00:01:34.510056,0.04353843030247216,72,0.1,68,100,2.707988926464854e-06,352,0.0001138323169545351,3,2,adam,"{'neurons_per_layer_encoder': [68, 136], 'neurons_per_layer_decoder': [136, 68, 34]}",68,"[136, 68, 34]","[68, 136]",[0.2203783178369424],[0.19086625528627554],[0.1590068336548236],-0.3418884124330297,COMPLETE
808,-0.03398307176027382,-1.4512820262606017,0.00845310831065027,2024-12-23 22:23:18.028350,2024-12-23 22:24:52.259070,0 days 00:01:34.230720,0.01821198271464043,88,0.1,68,100,2.95775058306138e-05,728,0.00011620498520209216,5,4,adam,"{'neurons_per_layer_encoder': [68, 136, 272, 544], 'neurons_per_layer_decoder': [544, 272, 136, 68, 34]}",68,"[544, 272, 136, 68, 34]","[68, 136, 272, 544]",[-0.03398307176027382],[-1.4512820262606017],[0.00845310831065027],0.3275989690337372,COMPLETE
809,0.18919089726604887,0.5213207498396204,0.23751345342033203,2024-12-23 22:24:46.291005,2024-12-23 22:26:52.244022,0 days 00:02:05.953017,0.17099720269655067,112,0.1,68,100,2.6265846173615454e-06,1064,0.002041969524880983,3,4,adam,"{'neurons_per_layer_encoder': [68, 136, 272, 544], 'neurons_per_layer_decoder': [544, 272, 136]}",68,"[544, 272, 136]","[68, 136, 272, 544]",[0.18919089726604887],[0.5213207498396204],[0.23751345342033203],-0.06171280134953447,COMPLETE
810,0.4440905088741669,0.215217959954626,0.36937533786527577,2024-12-23 22:24:49.470463,2024-12-23 22:26:54.060133,0 days 00:02:04.589670,0.16932422243969117,32,0.1,20,100,1.0866249770922883e-05,344,0.0001145114556795712,5,4,adam,"{'neurons_per_layer_encoder': [20, 40, 80, 160], 'neurons_per_layer_decoder': [160, 80, 40, 20, 10]}",20,"[160, 80, 40, 20, 10]","[20, 40, 80, 160]",[0.4440905088741669],[0.215217959954626],[0.36937533786527577],0.2679508679260861,COMPLETE
811,0.20612942831180492,0.07483595305384094,0.17074672750539754,2024-12-23 22:24:49.503772,2024-12-23 22:26:54.773544,0 days 00:02:05.269772,0.08627802381376778,88,0.1,68,100,8.449146878843433e-06,1464,0.00011534589445940559,3,4,adam,"{'neurons_per_layer_encoder': [68, 136, 272, 544], 'neurons_per_layer_decoder': [544, 272, 136]}",68,"[544, 272, 136]","[68, 136, 272, 544]",[0.20612942831180492],[0.07483595305384094],[0.17074672750539754],-0.10434530021185891,COMPLETE
812,0.009901948989912479,-0.16931749791583006,0.04399106833262634,2024-12-23 22:24:50.023722,2024-12-23 22:26:54.077527,0 days 00:02:04.053805,0.17962086116224457,128,0.1,68,100,1.1031603684719843e-05,680,0.00011682762192378997,3,4,adam,"{'neurons_per_layer_encoder': [68, 136, 272, 544], 'neurons_per_layer_decoder': [544, 272, 136]}",68,"[544, 272, 136]","[68, 136, 272, 544]",[0.009901948989912479],[-0.16931749791583006],[0.04399106833262634],-0.2375850494549713,COMPLETE
813,0.597820878537994,0.6516497580423656,0.3339085029006066,2024-12-23 22:24:50.296589,2024-12-23 22:26:56.327182,0 days 00:02:06.030593,0.17756635633869958,32,0.1,64,100,3.1986379252911636e-05,728,0.00011498383013495124,3,4,adam,"{'neurons_per_layer_encoder': [64, 128, 256, 512], 'neurons_per_layer_decoder': [512, 256, 128]}",64,"[512, 256, 128]","[64, 128, 256, 512]",[0.597820878537994],[0.6516497580423656],[0.3339085029006066],0.689746649569019,COMPLETE
814,-0.09353121798039932,-0.6869507306793179,-0.5712457012817602,2024-12-23 22:24:52.267138,2024-12-23 22:26:53.238231,0 days 00:02:00.971093,0.18053583112293034,32,0.1,88,100,8.284682267718674e-06,744,0.00010346772324518328,3,4,sgd,"{'neurons_per_layer_encoder': [88, 176, 352, 704], 'neurons_per_layer_decoder': [704, 352, 176]}",88,"[704, 352, 176]","[88, 176, 352, 704]",[-0.09353121798039932],[-0.6869507306793179],[-0.5712457012817602],0.4667977377448917,COMPLETE
815,-0.4159309084158671,-0.061624378700317894,-0.21762783500874772,2024-12-23 22:26:52.252846,2024-12-23 22:26:58.366273,0 days 00:00:06.113427,0.18131262687940053,32,0.1,88,100,8.822055203794828e-06,1816,0.0001025893941200931,3,4,sgd,"{'neurons_per_layer_encoder': [88, 176, 352, 704], 'neurons_per_layer_decoder': [704, 352, 176]}",88,"[704, 352, 176]","[88, 176, 352, 704]",[-0.4159309084158671],[-0.061624378700317894],[-0.21762783500874772],0.3941776850168014,COMPLETE
816,0.478259525990254,0.4562632005804018,0.13068046358898022,2024-12-23 22:26:53.245286,2024-12-23 22:27:35.623162,0 days 00:00:42.377876,0.18973808973642045,32,0.2,20,100,1.3161093718019539e-05,232,7.94954401143699e-05,3,4,adam,"{'neurons_per_layer_encoder': [20, 40, 80, 160], 'neurons_per_layer_decoder': [160, 80, 40]}",20,"[160, 80, 40]","[20, 40, 80, 160]",[0.478259525990254],[0.4562632005804018],[0.13068046358898022],0.5062366735863842,COMPLETE
817,0.4814710147098705,0.49670259387595916,0.5537841093618969,2024-12-23 22:26:54.068996,2024-12-23 22:27:41.693979,0 days 00:00:47.624983,0.013441323822968358,32,0.1,76,100,2.1975477810607074e-06,1640,7.58105963229339e-05,3,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[0.4814710147098705],[0.49670259387595916],[0.5537841093618969],0.27852129034913076,COMPLETE
818,0.6333328564587553,0.7370958961232017,0.2998471909724624,2024-12-23 22:26:54.087462,2024-12-23 22:27:39.791437,0 days 00:00:45.703975,0.1902410272041491,32,0.1,76,100,1.4251914895006391e-05,1000,7.751596091685124e-05,3,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[0.6333328564587553],[0.7370958961232017],[0.2998471909724624],0.564235604679314,COMPLETE
819,0.7248013377615028,0.7117220229164818,0.3353925592858339,2024-12-23 22:26:54.782234,2024-12-23 22:27:41.018454,0 days 00:00:46.236220,0.18914741147615038,32,0.2,76,100,2.2311473312076653e-06,952,0.002663364546963909,3,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[0.7248013377615028],[0.7117220229164818],[0.3353925592858339],-0.07122939152724919,COMPLETE
820,-0.7177677869631238,-0.7475308829909748,-0.019509435031052957,2024-12-23 22:26:56.336587,2024-12-23 22:26:59.171980,0 days 00:00:02.835393,0.01642892133815832,96,0.1,72,100,2.203168295542621e-06,1000,7.732953223937207e-05,3,4,sgd,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144]}",72,"[576, 288, 144]","[72, 144, 288, 576]",[-0.7177677869631238],[-0.7475308829909748],[-0.019509435031052957],0.3838932299686667,COMPLETE
821,0.6405023260531777,0.5940183259398775,0.47181496758566044,2024-12-23 22:26:58.375010,2024-12-23 22:27:45.745756,0 days 00:00:47.370746,0.18985676625396103,32,0.1,76,100,2.186429173688401e-06,952,7.999726631337302e-05,3,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[0.6405023260531777],[0.5940183259398775],[0.47181496758566044],0.17600523848380323,COMPLETE
822,0.6290246177873559,0.5359736698566698,0.3639604009787595,2024-12-23 22:26:59.181588,2024-12-23 22:28:48.886398,0 days 00:01:49.704810,0.19079570509640778,32,0.2,172,100,1.3335843265249267e-05,1416,0.000193055692711369,3,4,adam,"{'neurons_per_layer_encoder': [172, 344, 688, 1376], 'neurons_per_layer_decoder': [1376, 688, 344]}",172,"[1376, 688, 344]","[172, 344, 688, 1376]",[0.6290246177873559],[0.5359736698566698],[0.3639604009787595],0.7010908140171784,COMPLETE
823,0.71368553279788,0.5420740564838393,0.4095030591592169,2024-12-23 22:27:35.632624,2024-12-23 22:28:44.706714,0 days 00:01:09.074090,0.07540366581330521,32,0.1,76,100,3.366835943871883e-06,1112,0.00019919762224333094,3,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[0.71368553279788],[0.5420740564838393],[0.4095030591592169],0.07957765989490613,COMPLETE
824,0.597895923390906,0.7563741952541402,0.14174609160793272,2024-12-23 22:27:39.800964,2024-12-23 22:30:44.246137,0 days 00:03:04.445173,0.11834006322894318,32,0.1,76,100,3.2498592719305146e-06,1656,9.365204854802297e-05,3,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[0.597895923390906],[0.7563741952541402],[0.14174609160793272],0.05748420636518675,COMPLETE
825,-0.8465674548535722,-1.0295000812002115,-0.09090860257949385,2024-12-23 22:27:41.029006,2024-12-23 22:27:44.279732,0 days 00:00:03.250726,0.04063602991555334,96,0.2,28,100,3.2980244974021334e-06,62,1.0144221373302627e-05,2,1,adadelta,"{'neurons_per_layer_encoder': [28], 'neurons_per_layer_decoder': [28, 14]}",28,"[28, 14]",[28],[-0.8465674548535722],[-1.0295000812002115],[-0.09090860257949385],0.28316207472573557,COMPLETE
826,0.547424881446218,0.5959014764760193,0.41005567144485855,2024-12-23 22:27:41.705771,2024-12-23 22:30:44.292297,0 days 00:03:02.586526,0.0742446587975479,32,0.1,72,100,1.182705727934808e-05,696,9.52725654099193e-05,3,4,adam,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144]}",72,"[576, 288, 144]","[72, 144, 288, 576]",[0.547424881446218],[0.5959014764760193],[0.41005567144485855],0.5024345321062693,COMPLETE
827,0.6330137099728412,0.642379434267754,0.3377536431008652,2024-12-23 22:27:44.287647,2024-12-23 22:30:53.051106,0 days 00:03:08.763459,0.06228165246716582,32,0.1,172,100,1.1910743446829955e-05,1416,8.871699956012253e-05,3,4,adam,"{'neurons_per_layer_encoder': [172, 344, 688, 1376], 'neurons_per_layer_decoder': [1376, 688, 344]}",172,"[1376, 688, 344]","[172, 344, 688, 1376]",[0.6330137099728412],[0.642379434267754],[0.3377536431008652],0.6792898389976407,COMPLETE
828,0.5311169785653194,0.6256123809471346,0.35763939425148505,2024-12-23 22:27:45.755460,2024-12-23 22:30:49.383251,0 days 00:03:03.627791,0.07203081459764131,32,0.1,72,100,1.1917161539752152e-05,664,9.6028568327069e-05,3,4,adam,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144]}",72,"[576, 288, 144]","[72, 144, 288, 576]",[0.5311169785653194],[0.6256123809471346],[0.35763939425148505],0.4557029986323092,COMPLETE
829,0.5822373105757997,0.6299403385226905,0.4804508435626206,2024-12-23 22:28:44.716604,2024-12-23 22:31:02.671452,0 days 00:02:17.954848,0.07554845003558706,32,0.1,172,100,9.570326192597406e-06,1416,9.22629350410405e-05,3,4,adam,"{'neurons_per_layer_encoder': [172, 344, 688, 1376], 'neurons_per_layer_decoder': [1376, 688, 344]}",172,"[1376, 688, 344]","[172, 344, 688, 1376]",[0.5822373105757997],[0.6299403385226905],[0.4804508435626206],0.6574089835581224,COMPLETE
830,0.6650007065455542,0.6247391658045922,0.23208306122665467,2024-12-23 22:28:48.895786,2024-12-23 22:30:54.085662,0 days 00:02:05.189876,0.07090833944037087,40,0.1,76,100,1.0080863113756937e-05,680,0.0024460402321809195,3,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[0.6650007065455542],[0.6247391658045922],[0.23208306122665467],0.12736442667258924,COMPLETE
831,0.3721056563201326,0.1448652048247141,0.3202525992909028,2024-12-23 22:30:44.262099,2024-12-23 22:31:03.113979,0 days 00:00:18.851880,0.07255084360098836,40,0.1,72,100,1.035614190925457e-05,664,9.09948763067349e-05,3,4,adam,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144]}",72,"[576, 288, 144]","[72, 144, 288, 576]",[0.3721056563201326],[0.1448652048247141],[0.3202525992909028],0.19533959182869334,COMPLETE
832,0.34489037625688,0.3454845095071485,0.3155916247354019,2024-12-23 22:30:44.300721,2024-12-23 22:31:02.776039,0 days 00:00:18.475318,0.06637068653329299,40,0.1,72,100,1.0054709044476023e-05,664,9.107307497132555e-05,3,4,adam,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144]}",72,"[576, 288, 144]","[72, 144, 288, 576]",[0.34489037625688],[0.3454845095071485],[0.3155916247354019],0.22936574031591567,COMPLETE
833,0.6232180606608916,0.44144851121008566,0.2866813371687764,2024-12-23 22:30:49.393975,2024-12-23 22:31:06.088135,0 days 00:00:16.694160,0.0652804798680478,40,0.1,64,100,9.922296128000192e-06,712,0.0001301689002173833,3,4,adam,"{'neurons_per_layer_encoder': [64, 128, 256, 512], 'neurons_per_layer_decoder': [512, 256, 128]}",64,"[512, 256, 128]","[64, 128, 256, 512]",[0.6232180606608916],[0.44144851121008566],[0.2866813371687764],0.25808699997695095,COMPLETE
834,0.4727306789745843,0.2103915223009255,0.37255822372656167,2024-12-23 22:30:53.060964,2024-12-23 22:31:09.123040,0 days 00:00:16.062076,0.06735311874765615,40,0.1,64,100,1.0111385781982775e-05,712,6.42751145844276e-05,3,4,adam,"{'neurons_per_layer_encoder': [64, 128, 256, 512], 'neurons_per_layer_decoder': [512, 256, 128]}",64,"[512, 256, 128]","[64, 128, 256, 512]",[0.4727306789745843],[0.2103915223009255],[0.37255822372656167],0.28267824513933976,COMPLETE
835,0.4227621525758879,0.36695369019919544,0.34019878445982465,2024-12-23 22:30:54.104715,2024-12-23 22:31:09.846675,0 days 00:00:15.741960,0.07679213557741091,40,0.1,64,100,9.811099352590675e-06,712,6.408743904614034e-05,3,4,adam,"{'neurons_per_layer_encoder': [64, 128, 256, 512], 'neurons_per_layer_decoder': [512, 256, 128]}",64,"[512, 256, 128]","[64, 128, 256, 512]",[0.4227621525758879],[0.36695369019919544],[0.34019878445982465],0.30103877397425,COMPLETE
836,0.6308601056010058,0.6853789220269597,0.42897256497432357,2024-12-23 22:31:02.679596,2024-12-23 22:31:12.137164,0 days 00:00:09.457568,0.07758647268695772,32,0.1,64,100,1.570619091754623e-05,712,0.00013080586882196663,3,4,adam,"{'neurons_per_layer_encoder': [64, 128, 256, 512], 'neurons_per_layer_decoder': [512, 256, 128]}",64,"[512, 256, 128]","[64, 128, 256, 512]",[0.6308601056010058],[0.6853789220269597],[0.42897256497432357],0.5719635875992701,COMPLETE
837,0.5297575227568874,0.7096568794125877,0.31106634771487385,2024-12-23 22:31:02.783731,2024-12-23 22:31:11.908068,0 days 00:00:09.124337,0.07604616243594547,32,0.1,64,100,1.53416437254596e-05,712,0.000126319461768064,3,4,adam,"{'neurons_per_layer_encoder': [64, 128, 256, 512], 'neurons_per_layer_decoder': [512, 256, 128]}",64,"[512, 256, 128]","[64, 128, 256, 512]",[0.5297575227568874],[0.7096568794125877],[0.31106634771487385],0.5192317387337246,COMPLETE
838,-0.6853744306970513,-0.4814318155189492,-0.1819669079479047,2024-12-23 22:31:03.122766,2024-12-23 22:31:06.489455,0 days 00:00:03.366689,0.08399627518357139,32,0.1,64,100,1.5434649502217476e-05,280,6.323525226879654e-05,3,2,adam,"{'neurons_per_layer_encoder': [64, 128], 'neurons_per_layer_decoder': [128, 64, 32]}",64,"[128, 64, 32]","[64, 128]",[-0.6853744306970513],[-0.4814318155189492],[-0.1819669079479047],-0.21422705387036886,COMPLETE
839,0.5228417812009873,0.638087522876024,0.41139986495672043,2024-12-23 22:31:06.096735,2024-12-23 22:31:14.594932,0 days 00:00:08.498197,0.07647138071567326,32,0.1,60,100,1.608123512005674e-05,712,6.140518966782749e-05,3,4,adam,"{'neurons_per_layer_encoder': [60, 120, 240, 480], 'neurons_per_layer_decoder': [480, 240, 120]}",60,"[480, 240, 120]","[60, 120, 240, 480]",[0.5228417812009873],[0.638087522876024],[0.41139986495672043],0.5757721922851577,COMPLETE
