trial_id,neurons_encoder,latent_dim,neurons_decoder
406,"[52, 104, 208]",264,"[208, 104]"
407,"[52, 104, 208]",264,"[208, 104]"
408,"[40, 80, 160, 320]",536,"[320, 160]"
409,"[44, 88, 176, 352]",760,"[352, 176]"
410,"[40, 80, 160, 320]",648,"[320, 160]"
411,"[40, 80, 160, 320]",760,"[320, 160]"
412,"[44, 88, 176, 352]",760,"[352, 176]"
413,"[44, 88, 176, 352, 704]",1256,"[704, 352]"
414,"[120, 240, 480, 960, 1920]",1944,"[1920, 960]"
415,"[100, 200, 400, 800, 1600]",1752,"[1600, 800]"
416,"[32, 64, 128, 256, 512]",1192,"[512, 256]"
417,"[36, 72, 144, 288, 576]",1240,"[576, 288]"
418,"[36, 72, 144, 288, 576]",1272,"[576, 288]"
419,"[36, 72, 144, 288, 576]",1288,"[576, 288]"
420,"[36, 72, 144, 288, 576]",1256,"[576, 288]"
421,"[32, 64, 128, 256, 512]",1224,"[512, 256]"
422,"[64, 128, 256, 512, 1024]",1592,"[1024, 512]"
423,"[56, 112, 224, 448, 896]",1592,"[896, 448]"
424,"[252, 504, 1008, 2016, 4032]",9320,"[4032, 2016]"
425,"[240, 480, 960, 1920, 3840]",9320,"[3840, 1920]"
426,"[236, 472, 944, 1888, 3776]",9128,"[3776, 1888]"
427,"[44, 88, 176, 352, 704]",1368,"[704, 352]"
428,"[56, 112, 224, 448, 896]",1496,"[896, 448]"
429,"[236, 472, 944, 1888, 3776]",9112,"[3776, 1888]"
430,"[252, 504, 1008, 2016, 4032]",8104,"[4032, 2016]"
431,"[52, 104, 208, 416, 832]",1528,"[832, 416]"
432,"[52, 104, 208, 416, 832]",1528,"[832, 416]"
433,"[52, 104, 208, 416, 832]",1512,"[832, 416]"
434,"[52, 104, 208, 416, 832]",1544,"[832, 416]"
435,"[44, 88, 176, 352, 704]",728,"[704, 352]"
436,"[44, 88]",192,"[88, 44]"
437,"[44, 88]",192,"[88, 44]"
438,"[68, 136, 272, 544, 1088]",1672,"[1088, 544]"
439,[40],76,"[40, 20]"
440,[68],138,"[68, 34]"
441,[28],30,"[28, 14]"
442,"[28, 56, 112, 224]",344,"[224, 112, 56, 28, 14]"
443,"[68, 136, 272, 544]",1144,"[544, 272]"
444,"[64, 128, 256, 512]",1160,"[512, 256]"
445,"[44, 88, 176, 352]",792,"[352, 176]"
446,"[48, 96, 192, 384]",792,"[384, 192]"
447,"[44, 88, 176, 352]",680,"[352, 176]"
448,"[48, 96, 192, 384]",888,"[384, 192]"
449,"[56, 112, 224, 448]",1048,"[448, 224, 112, 56, 28]"
450,"[48, 96]",216,"[96, 48]"
451,"[48, 96]",216,"[96, 48]"
452,"[48, 96]",216,"[96, 48]"
453,"[48, 96]",216,"[96, 48]"
454,"[48, 96]",216,"[96, 48]"
455,"[160, 320, 640, 1280]",1304,"[1280, 640]"
456,"[40, 80, 160, 320]",696,"[320, 160]"
457,"[40, 80, 160, 320]",712,"[320, 160]"
458,"[60, 120, 240, 480]",600,"[480, 240]"
459,"[60, 120, 240, 480]",968,"[480, 240]"
460,"[44, 88, 176, 352]",680,"[352, 176]"
461,"[40, 80, 160, 320]",664,"[320, 160]"
462,"[40, 80, 160, 320]",712,"[320, 160]"
463,"[56, 112, 224, 448]",888,"[448, 224, 112, 56, 28]"
464,"[144, 288, 576, 1152]",1176,"[1152, 576, 288, 144, 72]"
465,"[56, 112, 224, 448]",1000,"[448, 224]"
466,"[56, 112, 224, 448]",920,"[448, 224, 112, 56, 28]"
467,"[52, 104, 208, 416]",568,"[416, 208, 104, 52, 26]"
468,"[56, 112, 224, 448]",888,"[448, 224]"
469,"[56, 112, 224, 448]",1000,"[448, 224]"
470,"[52, 104, 208, 416]",584,"[416, 208]"
